serial_number,range,section,subdivision,township
NDM084174,102,2,"1,2,3,4",141
NDM084174,,,,
NDM102958,98,33,N2,138
NDM102958,,,,
NDM085803,105,14,ALL,147
NDM085803,105,15,E2E2,147
NDM085803,105,15,"1,2,3,4",147
NDM085803,,,,
NDM085377,98,12,S2,147
NDM085377,,,,
NDM085374,97,31,"E2SW,SE",147
NDM085374,97,31,"3,4",147
NDM085374,,,,
NDM085379,99,6,"E2SW,SE",146
NDM085379,99,6,"6,7",146
NDM085379,,,,
NDM085378,98,13,"N2,SW",147
NDM085378,,,,
NDM074422,102,12,W2NW,146
NDM074422,102,12,1,146
NDM074422,102,12,TR1,146
NDM074422,102,30,SE,146
NDM074422,102,36,TR2,146
NDM074422,,,,
NDM084286,102,10,E2,143
NDM084286,102,12,ALL,143
NDM084286,,,,
NDM102201,102,17,NESE,149
NDM102201,102,23,SWNW,149
NDM102201,,,,
NDM097708,86,6,SE,156
NDM097708,86,7,NE,156
NDM097708,86,29,SW,156
NDM097708,86,30,"E2,E2SW",156
NDM097708,86,30,"3,4",156
NDM097708,86,31,"SENW,NESW",156
NDM097708,86,31,"2,3",156
NDM097708,,,,
NDM103004,105,35,SWSW,146
NDM103004,,,,
NDM089801,105,22,E2E2,148
NDM089801,105,22,"1,2,3,4",148
NDM089801,105,24,"NE,E2SE",148
NDM089801,,,,
NDM089800,105,14,"NENW,SWNW,NESW",148
NDM089800,105,23,"NWNW,S2NW,W2SW",148
NDM089800,,,,
NDM098768,94,28,1,147
NDM098768,,,,
NDM098769,94,28,"S2NE,NWSW",147
NDM098769,94,28,"S2NE,NWSW",147
NDM098769,94,28,"2,3,4",147
NDM098769,,,,
NDM098766,93,27,"NWNESW,SWSW",152
NDM098766,,,,
NDM098767,94,20,SWSW,147
NDM098767,94,20,"1,2,3,5",147
NDM098767,,,,
NDM098764,93,2,4,146
NDM098764,93,3,1,146
NDM098764,,,,
NDM098765,93,30,"N2SWNE,SESWNE,N2SENW",147
NDM098765,93,30,"SWSENW,NWNESW,N2NESE",147
NDM098765,93,30,NENWSE,147
NDM098765,93,30,"ACCR TO LOTS 1,2",147
NDM098765,93,30,(1.40 AC),147
NDM098765,93,30,"E2E2 OF LOT 3, E2E2 OF",147
NDM098765,93,30,"LOT 4, N2 OF LOT 6, SW",147
NDM098765,93,30,OF LOT 6,147
NDM098765,93,30,"1,2,5",147
NDM098765,,,,
NDM098762,92,30,E2W2,157
NDM098762,92,30,"1,2,3,4",157
NDM098762,,,,
NDM098760,92,3,SE,151
NDM098760,,,,
NDM098761,92,7,NE,151
NDM098761,,,,
NDBLM0023488,95,29,SENE,155
NDBLM0023488,,,,
NDM088048,103,17,ALL,139
NDM088048,,,,
NDM088049,103,18,3,146
NDM088049,,,,
NDM032662,105,10,E2SE,148
NDM032662,105,10,"3,4",148
NDM032662,105,11,NWSE,148
NDM032662,,,,
NDM032660,104,19,E2SW,148
NDM032660,104,19,"3,4",148
NDM032660,,,,
NDM088043,102,20,ALL,143
NDM088043,,,,
NDM088040,101,13,"E2NE,E2NW",138
NDM088040,,,,
NDM088041,101,24,E2SE,138
NDM088041,,,,
NDM088046,102,30,"E2NW,N2SE",145
NDM088046,,,,
NDM088047,103,8,"E2,S2SW",139
NDM088047,,,,
NDM088044,102,34,"SENE,NWNW,NESW,NESE",143
NDM088044,,,,
NDM098778,97,21,SENE,151
NDM098778,,,,
NDM049649,101,21,NENE,144
NDM049649,101,34,NW,144
NDM049649,,,,
NDM095185,98,14,ALL,147
NDM095185,98,22,ALL,147
NDM095185,,,,
NDM095184,97,19,SESW,153
NDM095184,97,19,4,153
NDM095184,97,30,NENW,153
NDM095184,97,30,1,153
NDM095184,,,,
NDM095187,98,20,ALL,147
NDM095187,98,32,"NE,N2NW,N2SE",147
NDM095187,98,34,"NWNE,NW,N2SW",147
NDM095187,98,34,"1,2,3",147
NDM095187,,,,
NDM095186,98,15,ALL,147
NDM095186,98,23,ALL,147
NDM095186,,,,
NDM095181,96,28,"NENE,S2NE,SE",153
NDM095181,96,29,"N2,N2SW,SWSW,SE",153
NDM095181,96,33,NENE,153
NDM095181,96,34,"N2N2,SENE",153
NDM095181,96,35,NWNW,153
NDM095181,,,,
NDM095180,96,21,"E2,N2NW,S2SW",153
NDM095180,96,22,"E2E2,SWSE",153
NDM095180,96,23,"E2NE,S2",153
NDM095180,96,26,"W2NE,NW",153
NDM095180,96,27,"SWNE,NW,S2",153
NDM095180,,,,
NDM095183,97,24,E2SW,152
NDM095183,97,25,NESE,152
NDM095183,,,,
NDM095182,97,24,"W2NE,S2NW,W2SW,SE",152
NDM095182,97,25,"N2,N2SW,NWSE",152
NDM095182,,,,
NDM091190,101,30,"NENW,SESE",148
NDM091190,101,30,2,148
NDM091190,,,,
NDM091191,101,30,"NE,SENW,E2SW,N2SE,SWSE",148
NDM091191,101,30,"3,4",148
NDM091191,,,,
NDM095189,98,5,"2,4,10,11,12",152
NDM095189,98,6,SWSE,152
NDM095189,98,6,"9,14",152
NDM095189,98,7,"N2NE,NENW",152
NDM095189,98,7,1,152
NDM095189,,,,
NDM095188,98,21,ALL,147
NDM095188,98,28,S2,147
NDM095188,98,29,ALL,147
NDM095188,98,33,"N2,N2S2",147
NDM095188,98,33,4-Jan,147
NDM095188,,,,
NDM091194,103,24,ALL,143
NDM091194,,,,
NDM091195,103,12,ALL,146
NDM091195,,,,
NDM098776,96,6,BED LTL MO RIV RIPAR,148
NDM098776,96,6,"TO LOTS 6,7,8 (22.68 AC)",148
NDM098776,96,15,BED LTL MO RIV RIPAR,148
NDM098776,96,15,"TO LOTS 1,2 (7.58 AC)",148
NDM098776,96,16,POR BED OF LTL MO RIV,148
NDM098776,96,16,"RIPAR TO LOTS 1,2",148
NDM098776,96,16,(2.49 AC) ACCOUNTED FOR,148
NDM098776,96,16,IN STATE ND IN LIEU,148
NDM098776,96,16,SELECTION,148
NDM098776,96,20,BED LTL MO RIV RIPAR,148
NDM098776,96,20,LOT 1 (2.29 AC),148
NDM098776,96,36,BED LTL MO RIV RIPAR,148
NDM098776,96,36,TO LOTS 1-8 INCL,148
NDM098776,96,36,(51.19 AC),148
NDM098776,,,,
NDM098771,94,11,5,153
NDM098771,94,14,S2NW,153
NDM098771,94,15,"SENE,S2SE",153
NDM098771,94,17,"NE,NENW,S2NW,NWSW",153
NDM098771,94,23,SESE,153
NDM098771,,,,
NDM098588,106,14,S2,135
NDM098588,,,,
NDM098589,106,22,S2,135
NDM098589,106,24,"N2,SE",135
NDM098589,106,26,N2,135
NDM098589,106,28,N2,135
NDM098589,106,34,ALL,135
NDM098589,,,,
NDM022663,106,21,"T1,BED LITTLE MISSOURI",129
NDM022663,106,21,"RVR RIPN LOTS 1,2,3 DESC",129
NDM022663,106,21,BY M&B,129
NDM022663,106,21,"T2,BED LITTLE MISSOURI",129
NDM022663,106,21,"RVR RIPN LOTS 4,6,7 DESC",129
NDM022663,106,21,BY M&B,129
NDM022663,106,22,"T3,BED LITTLE MISSOURI",129
NDM022663,106,22,RVR RIPN LOTS 2-6 DESC BY,129
NDM022663,106,22,M&B,129
NDM022663,106,27,"T4,BED LITTLE MISSOURI",129
NDM022663,106,27,RVR RIPN LOTS 1-4 DESC BY,129
NDM022663,106,27,M&B,129
NDM022663,106,28,"T5,BED LITTLE MISSOURI",129
NDM022663,106,28,"RVR RIPN LOTS 1,2 DESC BY",129
NDM022663,106,28,M&B,129
NDM022663,106,28,"T6,BED LITTLE MISSOURI",129
NDM022663,106,28,"RVR RIPN LOTS 12,13 DESC",129
NDM022663,106,28,BY M&B,129
NDM022663,106,28,"T7,BED LITTLE MISSOURI",129
NDM022663,106,28,RVR RIPN LOT 15 DESC BY,129
NDM022663,106,28,M&B,129
NDM022663,106,33,"T8,BED LITTLE MISSOURI",129
NDM022663,106,33,"RVR RIPN 3,4,7-10 DESC BY",129
NDM022663,106,33,M&B,129
NDM022663,106,34,"T9,BED LITTLE MISSOURI",129
NDM022663,106,34,RVR RIPN LOT 3 DESC BY,129
NDM022663,106,34,M&B,129
NDM022663,,,,
NDM086282,106,26,"NE,N2NW,SENW,NESE",131
NDM086282,,,,
NDM086283,106,26,"SWNW,NWSW",131
NDM086283,,,,
NDM098773,94,10,NESW,154
NDM098773,94,20,NWNW,154
NDM098773,94,23,"E2NE,NESE",154
NDM098773,94,24,NWSW,154
NDM098773,,,,
NDM044943,102,2,4,143
NDM044943,102,14,N2,143
NDM044943,,,,
NDM012876,101,4,SE,143
NDM012876,101,10,W2NW,143
NDM012876,,,,
NDM094102,102,34,"NW,S2",146
NDM094102,,,,
NDM094103,102,4,"S2NW,SW,W2SE",150
NDM094103,102,4,LOT 4 EXCL 2.48 AC IN,150
NDM094103,102,4,LOT 4 EXCL 2.48 AC IN,150
NDM094103,102,4,RR ROW,150
NDM094103,102,4,RR ROW,150
NDM094103,102,5,"S2N2,N2S2,SESW,S2SE",150
NDM094103,102,5,"1,2,3,4",150
NDM094103,102,9,"W2NE,NW,NWSE",150
NDM094103,102,9,"1,2",150
NDM094103,,,,
NDM094100,102,28,"S2N2,N2S2",146
NDM094100,,,,
NDM094101,102,34,SWNE,146
NDM094101,,,,
NDM094106,103,8,"W2NW,S2SE",147
NDM094106,,,,
NDM094107,103,8,"NE,E2W2,N2SE",147
NDM094107,103,9,ALL,147
NDM094107,,,,
NDM094104,102,6,"S2NE,SENW,E2SW,SE",150
NDM094104,102,6,7-Jan,150
NDM094104,,,,
NDM094105,102,15,SW,154
NDM094105,,,,
NDM094108,103,22,"SW,N2SE,SWSE",147
NDM094108,,,,
NDM094109,103,12,ALL,147
NDM094109,,,,
NDBLM0023559,96,10,NW,148
NDBLM0023559,,,,
NDM077459,104,18,4,130
NDM077459,104,19,S2SE,130
NDM077459,104,28,NWNW,130
NDM077459,,,,
NDM024641,103,20,E2E2,144
NDM024641,103,26,S2S2,144
NDM024641,103,28,"NENE,W2NE,NW",144
NDM024641,103,30,"NE,E2NW,SE",144
NDM024641,103,30,"1,2",144
NDM024641,103,32,"N2NW,E2SW",144
NDM024641,104,24,"N2N2,S2S2",144
NDM024641,,,,
NDM071447,102,33,NE,130
NDM071447,,,,
NDM090643,102,19,"E2,E2W2 EXCL 91.62 AC",140
NDM090643,102,19,FOR ROW,140
NDM090643,102,19,"1,2,3,4",140
NDM090643,102,20,ALL EXCL 100.96 AC FOR,140
NDM090643,102,20,ROW,140
NDM090643,102,21,"S2N2,S2 EXCL 63.86 AC",140
NDM090643,102,21,FOR ROW & 14.76 AC IN,140
NDM090643,102,21,THEODORE ROOSEVELT NATL,140
NDM090643,102,21,PARK,140
NDM090643,102,23,S2SW EXCL 18.18 AC IN,140
NDM090643,102,23,THEODORE ROOSEVELT NATL,140
NDM090643,102,23,PARK,140
NDM090643,,,,
NDBIS0023130,106,30,"3,4",130
NDBIS0023130,107,25,ALL,130
NDBIS0023130,107,26,"N2,N2SE,SESE",130
NDBIS0023130,,,,
NDM071448,102,31,4-Mar,143
NDM071448,,,,
NDM096351,100,8,ALL,146
NDM096351,100,10,ALL,146
NDM096351,100,12,ALL,146
NDM096351,,,,
NDM096350,100,4,"S2NW,S2",146
NDM096350,100,4,"3,4",146
NDM096350,100,6,"S2NE,SENW,E2SW,SE",146
NDM096350,100,6,7-Jan,146
NDM096350,,,,
NDM096353,100,12,"SESW,SWSE",152
NDM096353,100,14,SWNE,152
NDM096353,100,24,"SENW,SWSW,SESE",152
NDM096353,100,25,W2NW,152
NDM096353,100,26,NENW,152
NDM096353,,,,
NDM096352,100,28,BED LTL MO RVR TO,147
NDM096352,100,28,"LOTS 1,2 DESC BY",147
NDM096352,100,28,M&B (9.901 AC),147
NDM096352,,,,
NDM096355,101,18,SESW,145
NDM096355,101,18,"7,8,9",145
NDM096355,,,,
NDM096354,101,10,ALL,145
NDM096354,101,14,NE,145
NDM096354,,,,
NDM096356,102,4,7,143
NDM096356,,,,
NDM096359,102,22,NENW,145
NDM096359,,,,
NDM096358,102,28,BED OF LTL MISSOURI RVR,144
NDM096358,102,28,"RIPAR TO LOTS 2,5-8 DESC",144
NDM096358,102,28,BY M&B,144
NDM096358,,,,
NDM066498,95,15,S2SW,154
NDM066498,,,,
NDM094257,102,4,"SWNE,SENW,E2SW,W2SE",141
NDM094257,102,4,"2,3",141
NDM094257,102,5,"S2N2,S2",141
NDM094257,102,5,"1,2,3,4",141
NDM094257,102,7,"E2,E2W2",141
NDM094257,102,7,"1,2,3,4",141
NDM094257,102,8,"NE,SENW,N2SW,SESW",141
NDM094257,,,,
NDBLMA0026871,101,21,ALL,139
NDBLMA0026871,,,,
NDM090003,104,11,E2,150
NDM090003,104,14,S2,150
NDM090003,,,,
NDBLMA0017444,95,34,"NWNE,S2SE",154
NDBLMA0017444,95,34,S2NE EXCL 6.06 AC IN,154
NDBLMA0017444,95,34,RR ROW,154
NDBLMA0017444,,,,
NDM086057,106,28,NW,133
NDM086057,,,,
NDM086056,106,20,ALL,133
NDM086056,,,,
NDM086055,106,17,"NE,S2",133
NDM086055,,,,
NDM086059,106,26,"S2NE,N2SE, EXCL 5.68 AC",133
NDM086059,,,,
NDM072796,102,1,"SENE,SESW",145
NDM072796,102,1,"1-2,6-14",145
NDM072796,102,3,"S2N2,S2",145
NDM072796,102,3,4-Jan,145
NDM072796,102,11,"NWNE,S2NE,NW,S2",145
NDM072796,102,11,1,145
NDM072796,102,22,"SWNE,NWNW,S2NW,N2SE,SWSE",145
NDM072796,102,26,UPLAND AREA OF RESURVEYED,145
NDM072796,102,26,LOT 11 (18.03 AC),145
NDM072796,,,,
NDM096882,100,24,E2NE,145
NDM096882,,,,
NDM102979,95,35,NWNW,151
NDM102979,,,,
NDM050750,104,9,NWSW,130
NDM050750,,,,
NDM035712,100,6,E2SE,142
NDM035712,100,17,"N2,SW",142
NDM035712,,,,
NDM035710,101,20,ALL,144
NDM035710,101,22,NE,144
NDM035710,101,28,E2,144
NDM035710,,,,
NDM0052624,106,18,"E2NW,NE,NWSE",130
NDM0052624,,,,
NDM0066603,95,9,SWSE,153
NDM0066603,,,,
NDM0052620,106,8,SW,130
NDM0052620,,,,
NDM0052621,106,6,SESW,130
NDM0052621,106,6,7,130
NDM0052621,,,,
NDM0052622,106,7,"E2W2,SENE,W2NE,SE",130
NDM0052622,,,,
NDM0052623,106,17,NW,130
NDM0052623,,,,
NDM096170,107,2,SENE,129
NDM096170,,,,
NDBIS0024640,106,29,W2,130
NDBIS0024640,106,30,E2,130
NDBIS0024640,106,31,"E2,E2SW",130
NDBIS0024640,106,31,"3,4",130
NDBIS0024640,106,32,NW,130
NDBIS0024640,,,,
NDM070642,95,4,SWSW,153
NDM070642,95,5,E2SE EXCL 25AC SURNDING,153
NDM070642,95,5,WELL D405 IN SESE,153
NDM070642,95,8,E2NE EXCL 25AC SURNDING,153
NDM070642,95,8,WELL D408 IN SENE,153
NDM070642,95,9,W2NW EXCL 25AC SURNDING,153
NDM070642,95,9,WELL A109 IN NWNW,153
NDM070642,,,,
NDM070641,95,34,NENE,154
NDM070641,95,35,"NWSW,S2SW",154
NDM070641,,,,
NDM070640,95,5,"SENW,SWNE",153
NDM070640,95,5,"2,3",153
NDM070640,95,7,E2SW,153
NDM070640,95,7,4,153
NDM070640,95,9,"NE,NENW",153
NDM070640,95,17,"S2NE,NWSE",153
NDM070640,95,18,"NE,E2NW,NWSE",153
NDM070640,,,,
NDM079418,101,18,E2SE,143
NDM079418,101,18,4-Mar,143
NDM079418,,,,
NDM098079,91,5,S2N2,157
NDM098079,91,5,"1,2,3,4",157
NDM098079,,,,
NDM090821,105,1,W2SW,129
NDM090821,,,,
NDM090820,102,26,"BED RVR RIPAR LOTS 1,2,",143
NDM090820,102,26,7 DESC BY M&B,143
NDM090820,,,,
NDM031242,102,4,"S2N2,S2",142
NDM031242,102,4,"1,2,3,4",142
NDM031242,102,30,"NENE,S2NE,SESW,SWSE",142
NDM031242,102,30,"2,3,4",142
NDM031242,,,,
NDM054509,101,10,"SWNE,W2W2",138
NDM054509,,,,
NDM031244,102,6,"E2SW,SWSE",144
NDM031244,102,6,"2-6,10-16",144
NDM031244,102,10,"NE,N2NW,S2SW",144
NDM031244,102,14,ALL,144
NDM031244,102,18,"E2NW,SE",144
NDM031244,102,18,"1,2,3,4",144
NDM031244,102,28,9,144
NDM031244,,,,
NDM031247,100,22,"N2,NWSE",141
NDM031247,100,26,SWNW,141
NDM031247,100,28,SW,141
NDM031247,100,29,SW,141
NDM031247,100,32,NW,141
NDM031247,100,33,"NE,S2",141
NDM031247,100,34,W2,141
NDM031247,,,,
NDM031248,100,6,3,142
NDM031248,100,7,"E2,E2W2",142
NDM031248,100,7,4-Jan,142
NDM031248,100,19,"E2,E2W2",142
NDM031248,100,19,4-Jan,142
NDM031248,100,30,"E2,E2W2",142
NDM031248,100,30,4-Jan,142
NDM031248,100,31,"NE,E2W2",142
NDM031248,100,31,4-Jan,142
NDM031248,,,,
NDM031249,100,31,SE,142
NDM031249,100,32,E2,142
NDM031249,,,,
NDM090368,104,4,SENW,147
NDM090368,104,4,3,147
NDM090368,,,,
NDM105565,96,26,ACCR TO LOT 6 (2.07 AC),154
NDM105565,96,26,"5,6",154
NDM105565,,,,
NDM105564,94,34,2,154
NDM105564,,,,
NDM105567,96,30,"7,8",154
NDM105567,,,,
NDM091182,101,4,"S2NE,SE",137
NDM091182,101,4,"1,2",137
NDM091182,,,,
NDM105561,94,28,5,154
NDM105561,,,,
NDM105560,94,12,POR OF SESE (36.34 AC),153
NDM105560,94,12,POR OF SESE (36.34 AC),153
NDM105560,94,13,"NE,NENW",153
NDM105560,,,,
NDM105563,94,34,1,154
NDM105563,,,,
NDM105562,94,28,6,154
NDM105562,,,,
NDM105569,96,35,SESE,154
NDM105569,,,,
NDM105568,96,31,"1,2",154
NDM105568,,,,
NDM095989,103,28,ALL,139
NDM095989,103,29,ALL,139
NDM095989,,,,
NDM095988,103,2,2,139
NDM095988,103,12,W2NW,139
NDM095988,,,,
NDM095985,102,5,SE,159
NDM095985,,,,
NDM095984,100,20,"SENE,SW,NESE,S2SE",143
NDM095984,,,,
NDM095987,103,2,"S2N2,S2",139
NDM095987,103,2,"1,3,4",139
NDM095987,103,3,"S2N2,S2",139
NDM095987,103,3,"1,2,3,4",139
NDM095987,,,,
NDM095983,99,18,"NWNE,E2NW",136
NDM095983,99,18,"1,2,3",136
NDM095983,,,,
NDM095982,97,26,60 FT STRIP ALONG THE,164
NDM095982,97,26,US/CANADA BORDER ADJ,164
NDM095982,97,26,TO LOT 5 (1.82 AC),164
NDM095982,97,27,60 FT STRIP ALONG THE,164
NDM095982,97,27,US/CANADA BORDER ADJ,164
NDM095982,97,27,TO LOT 5 (1.82 AC),164
NDM095982,,,,
NDM030285,85,2,SE,158
NDM030285,,,,
NDBLM0016439,96,24,"E2SW,SWSE",149
NDBLM0016439,96,25,"NW,S2",149
NDBLM0016439,,,,
NDM084612,106,5,POR OF LITTLE MISSOURI,129
NDM084612,106,5,"RIVERBED RIPAR TO LOT 7,",129
NDM084612,106,5,"SEC 32 T130N, R106W",129
NDM084612,106,5,(0.42AC) DESC BY M&B,129
NDM084612,,,,
NDM095211,93,16,"W2NESW,NWSW,S2SW",151
NDM095211,93,16,W2SWSE,151
NDM095211,93,17,ALL,151
NDM095211,93,18,"E2,E2W2",151
NDM095211,,,,
NDM095210,93,5,"S2NE,NESW,S2SW,SE",151
NDM095210,93,5,ACCRTO LOT 3,151
NDM095210,93,5,"ACCR POR LOTS 4, 5",151
NDM095210,93,5,3-Jan,151
NDM095210,93,7,"SENE,SE",151
NDM095210,93,7,"POR LOTS 1,4",151
NDM095210,93,8,"NW,NWSWSW",151
NDM095210,,,,
NDM095212,93,19,E2,151
NDM095212,93,20,NW,151
NDM095212,93,30,"NWNE,W2SWNE,SENW",151
NDM095212,93,30,"NESW,NWNESESW",151
NDM095212,93,30,N2NWSESW,151
NDM095212,93,30,SWNWSESW,151
NDM095212,93,30,W2SWNWSE,151
NDM095212,93,30,4,151
NDM095212,93,31,"1,2,3,4",151
NDM095212,,,,
NDBIS0023348A,107,15,E2E2,130
NDBIS0023348A,107,15,"1,2,3,4",130
NDBIS0023348A,107,22,E2NE,130
NDBIS0023348A,107,22,"1,2",130
NDBIS0023348A,,,,
NDM087705,105,30,BED OF LITTLE MISSOURI,133
NDM087705,105,30,"RIV RIPAR TO L 3,4 DESCR",133
NDM087705,105,30,BY M/B,133
NDM087705,,,,
NDM037158,100,4,"S2N2,SE",138
NDM037158,100,4,"1,2,3,4",138
NDM037158,100,5,"S2N2,S2",138
NDM037158,100,5,"1,2,3,4",138
NDM037158,100,6,"NESE,S2SE",138
NDM037158,100,7,"E2,E2W2",138
NDM037158,100,7,"1,2,3,4",138
NDM037158,100,8,NE,138
NDM037158,100,9,E2,138
NDM037158,,,,
NDBIS0023348B,107,22,E2SE,130
NDBIS0023348B,107,22,"3,4",130
NDBIS0023348B,107,23,ALL,130
NDBIS0023348B,107,24,ALL,130
NDBIS0023348B,107,27,E2NE,130
NDBIS0023348B,107,27,"1,2",130
NDBIS0023348B,,,,
NDM101179,105,22,BED  LTL MO RIV RIPAR,135
NDM101179,105,22,TO LOT 3 DESC BY M&B,135
NDM101179,,,,
NDM091347,97,4,S2SW,152
NDM091347,97,4,"3,6,11,12",152
NDM091347,97,5,"N2SE,SESE",152
NDM091347,97,5,9,152
NDM091347,,,,
NDM091346,90,12,SW,150
NDM091346,,,,
NDM091345,82,8,NE,160
NDM091345,,,,
NDM091349,97,9,SW,152
NDM091349,,,,
NDM091348,97,4,NWSW,152
NDM091348,,,,
NDM085490,106,18,NENE,129
NDM085490,106,20,S2NW,129
NDM085490,,,,
NDM013917,100,6,4,142
NDM013917,,,,
NDM085361,101,9,SE,138
NDM085361,,,,
NDM085362,101,17,ALL,138
NDM085362,,,,
NDM102200,101,31,"SESW,S2SE",157
NDM102200,,,,
NDM017031,100,29,S2,142
NDM017031,,,,
NDM097033,97,26,NENE,152
NDM097033,97,30,NWNE,152
NDM097033,,,,
NDM097032,97,20,"SWNE,NENW,NWSE",152
NDM097032,,,,
NDM097031,97,19,"SESW,SWSE",152
NDM097031,97,19,"3,4",152
NDM097031,97,20,"N2NE,SENE,SENW,NESW",152
NDM097031,97,20,"NESE,S2SE",152
NDM097031,97,21,"SENE,NWNW,S2NW,S2",152
NDM097031,97,30,SESE,152
NDM097031,,,,
NDM097030,97,14,"NESW,W2SE",152
NDM097030,97,22,"NWSE,S2SE",152
NDM097030,97,23,"E2,S2SW",152
NDM097030,97,26,"NWNE,NENW",152
NDM097030,97,27,"NE,S2",152
NDM097030,97,34,"N2,SW,N2SE,SWSE",152
NDM097030,97,35,"NE,E2NW,N2SW,SESW",152
NDM097030,,,,
NDM097037,99,6,SENW,162
NDM097037,99,6,"1,2,3,6,7",162
NDM097037,99,7,"1,2",162
NDM097037,99,21,W2,162
NDM097037,99,25,NW,162
NDM097037,,,,
NDM097036,99,5,SWSE,160
NDM097036,,,,
NDM097035,99,6,NESW,152
NDM097035,99,7,SENW,152
NDM097035,99,7,3,152
NDM097035,,,,
NDM097034,98,8,E2NE,161
NDM097034,98,9,W2NW,161
NDM097034,98,21,SE,161
NDM097034,98,22,SW,161
NDM097034,,,,
NDM098759,92,2,"S2NW,SW",151
NDM098759,92,2,"3,4",151
NDM098759,92,3,S2NE,151
NDM098759,92,3,"1,2",151
NDM098759,92,11,SW,151
NDM098759,92,11,N2 EXCL 2.00 AC IN COE,151
NDM098759,92,11,TR 1293,151
NDM098759,,,,
NDM062720,95,18,SESW,144
NDM062720,,,,
NDM095196,102,28,SESE,144
NDM095196,102,28,8,144
NDM095196,,,,
NDM095194,101,18,SESE,148
NDM095194,101,20,E2NW,148
NDM095194,,,,
NDM095195,101,1,S2SW,152
NDM095195,101,1,S2SW,152
NDM095195,,,,
NDM095192,99,4,"S2NW,SW",148
NDM095192,99,4,"3,4",148
NDM095192,99,9,"NE,E2NW,E2SE",148
NDM095192,,,,
NDM095193,101,7,"E2SW,SE",148
NDM095193,101,7,"3,4",148
NDM095193,101,18,"E2SW,N2SE,SWSE",148
NDM095193,101,18,"3,4",148
NDM095193,,,,
NDM095190,98,25,W2NE,153
NDM095190,98,26,"1,4",153
NDM095190,98,26,"2,3",153
NDM095190,98,34,NESW,153
NDM095190,98,35,NENE,153
NDM095190,,,,
NDM095191,99,18,"E2SW,SE",143
NDM095191,99,18,"3,4",143
NDM095191,,,,
NDM098115,103,22,S2,136
NDM098115,103,26,ALL,136
NDM098115,,,,
NDM098114,103,10,W2SW,135
NDM098114,,,,
NDM098117,104,8,"SENE,SESE",134
NDM098117,,,,
NDM098116,103,28,S2,136
NDM098116,,,,
NDM098111,103,1,"S2N2,SW",134
NDM098111,103,1,"1,2,3,4",134
NDM098111,103,3,"S2N2,E2SE",134
NDM098111,103,3,"1,2,3,4",134
NDM098111,103,4,S2NE,134
NDM098111,103,4,"1,2",134
NDM098111,103,15,ALL,134
NDM098111,103,18,NE,134
NDM098111,103,22,SW,134
NDM098111,,,,
NDM098110,102,23,ALL,136
NDM098110,102,28,ALL,136
NDM098110,102,35,ALL,136
NDM098110,,,,
NDM095198,103,34,"SWSW,SESE",151
NDM095198,103,35,"S2SW,SWSE",151
NDM095198,,,,
NDM095199,103,23,"PART OF LOTS 2 ,3",152
NDM095199,103,23,4,152
NDM095199,,,,
NDM085030,96,3,AREA WITHIN ROW,139
NDM085030,96,3,UNDERLYING S2S2,139
NDM085030,96,4,AREA WITHIN ROW,139
NDM085030,96,4,UNDERLYING S2S2,139
NDM085030,96,5,AREA WITHIN ROW,139
NDM085030,96,5,"UNDERLYING S2SE,SESW",139
NDM085030,,,,
NDM090120,104,22,E2,148
NDM090120,,,,
NDM090121,104,22,NW,148
NDM090121,,,,
NDM090122,104,25,"N2,SW",148
NDM090122,,,,
NDM085631,105,34,E2E2,148
NDM085631,105,34,4-Jan,148
NDM085631,105,35,"NWSW,S2SW",148
NDM085631,,,,
NDM082988,100,30,E2SW,145
NDM082988,,,,
NDM099154,91,27,SE,152
NDM099154,,,,
NDM096343,96,7,BED LTL MO RIV RIPAR TO,148
NDM096343,96,7,"LOTS 3-8,10,13",148
NDM096343,96,7,(35.93 AC),148
NDM096343,97,2,BED LTL MO RIV RIPAR TO,148
NDM096343,97,2,LOTS 1-9 (53.63 AC),148
NDM096343,97,3,BED LTL MO RIV RIPAR TO,148
NDM096343,97,3,"LOTS 1,4,6-8 (22.29 AC)",148
NDM096343,97,4,BED LTL MO RIV RIPAR TO,148
NDM096343,97,4,"LOTS 1,8,9 (27.26 AC)",148
NDM096343,97,9,BED LTL MO RIV RIPAR TO,148
NDM096343,97,9,"LOTS 1,2 (9.99 AC)",148
NDM096343,97,10,BED LTL MO RIV RIPAR TO,148
NDM096343,97,10,"LOTS 1,2,4,6,7",148
NDM096343,97,10,(39.77 AC),148
NDM096343,97,12,BED LTL MO RIV RIPAR TO,148
NDM096343,97,12,"LOTS 1,2 (14.00 AC)",148
NDM096343,,,,
NDM096346,96,31,BED LTL MO RIV RIPAR TO,149
NDM096346,96,31,"LOTS 4,5,8,9,10,11",149
NDM096346,96,31,(38.84 AC),149
NDM096346,96,32,BED LTL MO RIV RIPAR TO,149
NDM096346,96,32,LOT 1 (3.03 AC),149
NDM096346,97,36,BED LTL MO RIV RIPAR TO,149
NDM096346,97,36,LOTS 1-7 (48.36 AC),149
NDM096346,,,,
NDM096347,96,4,"1,2,3,4",152
NDM096347,,,,
NDM096344,96,7,11,148
NDM096344,,,,
NDM0056124,102,2,SESE,139
NDM0056124,102,22,"1,2,5",139
NDM0056124,,,,
NDM096348,97,33,N2,149
NDM096348,,,,
NDM096349,100,1,"S2N2,S2",146
